epoch,avg_train_loss,avg_val_loss,lr,avg_val_mae
1,0.35399770736694336,0.31480085849761963,0.0001,
2,0.10445473343133926,0.12457933276891708,0.0002,
3,0.06252296268939972,0.09940101951360703,0.0003,
4,0.04713013768196106,0.0625213086605072,0.0004,
5,0.03471662476658821,0.06296442449092865,0.0005,0.11880458
6,0.023875612765550613,0.03936179727315903,0.0005,
7,0.0204800795763731,0.034943997859954834,0.0005,
8,0.019313734024763107,0.030981330201029778,0.0005,
9,0.01638904958963394,0.02617640048265457,0.0005,
10,0.014790164306759834,0.018527265638113022,0.0005,0.087573364
11,0.013954948633909225,0.026127170771360397,0.0005,
12,0.013849650509655476,0.01956219971179962,0.0005,
13,0.012619955465197563,0.029270701110363007,0.0005,
14,0.012327989563345909,0.024148285388946533,0.0005,
15,0.011485055088996887,0.020904097706079483,0.0005,0.08813426
16,0.01043347641825676,0.027207788079977036,0.0005,
17,0.009392520412802696,0.015508422628045082,0.0005,
18,0.009672516025602818,0.015109876170754433,0.0005,
19,0.009627578780055046,0.01769285276532173,0.0005,
20,0.009346041828393936,0.01374739408493042,0.0005,0.088028066
21,0.00907975248992443,0.015910902991890907,0.0005,
22,0.008493294939398766,0.017327256500720978,0.0005,
23,0.008463103324174881,0.01942301169037819,0.0005,
24,0.00867933128029108,0.013367705047130585,0.0005,
25,0.008349472656846046,0.014090544544160366,0.0005,0.08811392
26,0.008294601924717426,0.010240079835057259,0.0005,
27,0.00759025476872921,0.01835767552256584,0.0005,
28,0.008428601548075676,0.013490486890077591,0.0005,
29,0.00749394902959466,0.013435913249850273,0.0005,
30,0.007403046824038029,0.01824202761054039,0.0005,0.09078434
31,0.007243262603878975,0.020325003191828728,0.0005,
32,0.007153041195124388,0.010470205917954445,0.0005,
33,0.0066100531257689,0.009881200268864632,0.0005,
34,0.00648884940892458,0.01645769737660885,0.0005,
35,0.005863722413778305,0.011919562704861164,0.0005,0.09083965
36,0.005603868514299393,0.008705418556928635,0.0005,
37,0.005861996673047543,0.016356907784938812,0.0005,
38,0.005860463250428438,0.013410115614533424,0.0005,
39,0.0059391772374510765,0.013383932411670685,0.0005,
40,0.005731065757572651,0.010378224775195122,0.0005,0.089105986
41,0.00548106012865901,0.01474058534950018,0.0005,
42,0.004548691213130951,0.011526403948664665,0.0005,
43,0.004677300341427326,0.013438308611512184,0.0005,
44,0.004659445956349373,0.010067123919725418,0.0005,
45,0.0043726470321416855,0.008698299527168274,0.0005,0.08818265
46,0.003902898170053959,0.012348161078989506,0.0005,
47,0.004409303888678551,0.014785218983888626,0.0005,
48,0.003948792349547148,0.005964728072285652,0.0005,
49,0.003638524329289794,0.012505746446549892,0.0005,
50,0.0037185857072472572,0.01572878658771515,0.0005,0.09079327
51,0.003765967208892107,0.00978810340166092,0.0005,
52,0.0031494866125285625,0.008342348039150238,0.0004995066821070679,
53,0.002907270099967718,0.0102237518876791,0.0004980286753286195,
54,0.00317773362621665,0.007150566671043634,0.0004955718126821722,
55,0.003287683241069317,0.007524318061769009,0.0004921457902821578,0.08784471
56,0.002631532493978739,0.008587130345404148,0.0004877641290737884,
57,0.0029247538186609745,0.00695102708414197,0.00048244412147206283,
58,0.0027317071799188852,0.010670442134141922,0.0004762067631165049,
59,0.002616452518850565,0.0057357256300747395,0.0004690766700109659,
60,0.002354854252189398,0.00820277538150549,0.00046108198137550377,0.0912417
61,0.002176217269152403,0.007028148975223303,0.0004522542485937369,
62,0.0018942251335829496,0.012477615848183632,0.0004426283106939473,
63,0.001851445296779275,0.006941583007574081,0.00043224215685535287,
64,0.0018289105501025915,0.007565462030470371,0.0004211367764821722,
65,0.0015780420508235693,0.010792262852191925,0.00040935599743717243,0.09029675
66,0.0013323640450835228,0.010727457702159882,0.0003969463130731183,
67,0.0013567549176514149,0.011835005134344101,0.00038395669874474915,
68,0.0011091165943071246,0.010506540536880493,0.0003704384185254288,
69,0.0010369307128712535,0.008839821442961693,0.0003564448228912682,
70,0.0007970811566337943,0.00662981066852808,0.00034203113817116957,0.08925166
71,0.0012315772473812103,0.008595967665314674,0.00032725424859373687,
72,0.00047380643081851304,0.009006228297948837,0.0003121724717912138,
73,0.0005301985656842589,0.008724047802388668,0.0002968453286464312,
74,-4.391564289107919e-05,0.010141482576727867,0.00028133330839107606,
75,0.0001347526558674872,0.006579333450645208,0.0002656976298823284,0.08936956
76,-0.00023103985586203635,0.009768325835466385,0.00025,
77,-0.00022067695681471378,0.006551058497279882,0.00023430237011767165,
78,-0.00020155453239567578,0.014844484627246857,0.00021866669160892392,
79,-0.0004521244845818728,0.008710398338735104,0.0002031546713535688,
80,-0.0006834690575487912,0.007039504125714302,0.00018782752820878634,0.089513384
81,-0.0006720354431308806,0.004309503361582756,0.00017274575140626317,
82,-0.0007217014208436012,0.005575977265834808,0.00015796886182883053,
83,-0.0007483202498406172,0.0069343335926532745,0.00014355517710873183,
84,-0.0012855089735239744,0.006598921492695808,0.00012956158147457115,
85,-0.0011708913370966911,0.00849972665309906,0.00011604330125525078,0.08943698
86,-0.0012382169952616096,0.004161727149039507,0.00010305368692688174,
87,-0.001281185308471322,0.0055957697331905365,9.064400256282756e-05,
88,-0.0013844547793269157,0.007869094610214233,7.886322351782782e-05,
89,-0.0015474969986826181,0.003757176222279668,6.775784314464717e-05,
90,-0.001646790886297822,0.00582339521497488,5.737168930605272e-05,0.08921892
91,-0.001704204361885786,0.006977819837629795,4.7745751406263163e-05,
92,-0.0017873356118798256,0.004374837037175894,3.891801862449629e-05,
93,-0.0017905774293467402,0.006576490588486195,3.092332998903416e-05,
94,-0.001508996356278658,0.00552248302847147,2.379323688349516e-05,
95,-0.0016374692786484957,0.0063399202190339565,1.7555878527937163e-05,0.08940195
96,-0.001723592635244131,0.008420526050031185,1.2235870926211617e-05,
97,-0.001851527253165841,0.006125479005277157,7.854209717842232e-06,
98,-0.0018664932576939464,0.005850244779139757,4.4281873178278475e-06,
99,-0.0018115055281668901,0.009896720759570599,1.9713246713805587e-06,
100,-0.0018512688111513853,0.0064890519715845585,4.933178929321103e-07,0.089316934
